Hürth-Kalscheuren,8003160,4,Hürth-Kalscheuren
Husum,8000181,3,Husum
Ibbenbüren,8003036,4,Ibbenbüren
Idar-Oberstein,8003040,4,Idar-Oberstein
Immendingen,8000182,4,Immendingen
Immenstadt,8003065,4,Immenstadt
Ingelheim,8003075,4,Ingelheim
Ingolstadt Hbf,8000183,2,Ingolstadt
Ingolstadt Nord,8003076,3,Ingolstadt
Innsbrucker Platz,8089106,4,Berlin
Ismaning,8003092,4,Ismaning
Itzehoe,8003102,3,Itzehoe
Jannowitzbrücke,8089019,4,Berlin
Jena Paradies,8011956,3,Jena
Jena West,8011957,3,Jena
Jena-Göschwitz,8010133,4,Jena
Jungfernheide,8011167,4,Berlin
Jungfernheide,8011167,4,Berlin
Jungfernstieg (S-Bahn),8003137,4,Hamburg
Jungfernstieg (S-Bahn),8003137,4,Hamburg
Jüterbog,8010182,4,Jüterbog
Kahl (Main),8003143,4,Kahl (Main)
Kaiserslautern Hbf,8000189,2,Kaiserslautern
Kamen,8003168,4,Kamen
Karlsruhe Hbf,8000191,1,Karlsruhe
Karlsruhe-Durlach,8003184,3,Karlsruhe
Karlsruhe-Durlach,8003184,3,Karlsruhe
Karlstadt (Main),8003189,4,Karlstadt (Main)
Karthaus,8000402,4,Konz
Kassel Hbf,8000193,2,Kassel
Kassel-Wilhelmshöhe,8003200,2,Kassel
Kaufbeuren,8000194,4,Kaufbeuren
Kaufering,8000195,4,Kaufering
Kehl,8003218,4,Kehl
Kehl,8003218,4,Kehl
Keitum,8003222,4,Sylt/ OT Keitum
Kempten (Allgäu) Hbf,8000197,3,Kempten 
Kettwig,8000198,4,Essen
Kiefersfelden,8003249,4,Kiefersfelden
Kiel Hbf,8000199,2,Kiel
Kiel Hbf,8000199,2,Kiel
Kirchenlaibach,8000201,4,Speichersdorf
Kirchhain (Bz Kassel),8000435,4,Kirchhain
Kirchheim (Teck),8003280,4,Kirchheim unter Teck
Kirchseeon,8003290,4,Kirchseeon
Kirchseeon,8003290,4,Kirchseeon
Kirchweyhe,8003292,4,Weyhe
Kissing,8003299,4,Kissing
Klein Flottbek (S-Bahn),8003312,4,Hamburg
Koblenz Hbf,8000206,2,Koblenz
Koblenz Stadtmitte,8003341,4,Koblenz
Köln Frankfurter Straße,8003358,4,Köln
Köln Frankfurter Straße,8003358,4,Köln
Köln Geldernstr/Parkgürtel,8003360,4,Köln
Köln Hansaring,8003392,4,Köln
Köln Hbf,8000207,1,Köln
Köln Steinstraße,8003379,4,Köln
Köln Süd,8003361,4,Köln
Köln Trimbornstrasse,8003320,4,Köln-Kalk
Köln West,8003363,4,Köln
Köln-Chorweiler,8003365,4,Köln
Köln-Chorweiler Nord,8003366,4,Köln
Köln-Dellbrück,8003367,4,Köln
Köln-Deutz,8003368,1,Köln
Köln-Deutz,8003368,1,Köln
Köln-Deutz,8003368,1,Köln
Köln-Ehrenfeld,8000208,3,Köln
Köln-Ehrenfeld,8000208,3,Köln
Köln-Ehrenfeld,8000208,3,Köln
Köln-Hansaring,8003392,4,Köln
Köln-Longerich,8003371,4,Köln
Köln-Mülheim,8000209,3,Köln-Mülheim
Köln-Trimbornstrasse,8003320,4,Köln-Kalk
Königs Wusterhausen,8010193,4,Königs Wusterhausen
Königslutter,8003382,4,Königslutter
Königstraße (S-Bahn),8006706,4,Hamburg
Königstraße (S-Bahn),8006706,4,Hamburg
