Aulendorf,8000014,4,Aulendorf,"{'type': 'Point', 'coordinates': [9.644046, 47.953052]}"
Aumühle,8000669,4,Aumühle,"{'type': 'Point', 'coordinates': [10.314672, 53.529853]}"
Bacharach,8000683,4,Bacharach,"{'type': 'Point', 'coordinates': [7.769523, 50.056101]}"
Backnang,8000016,3,Backnang,"{'type': 'Point', 'coordinates': [9.425989, 48.942676]}"
Bad Bentheim,8000879,4,Bad Bentheim,"{'type': 'Point', 'coordinates': [7.158539, 52.30985]}"
Bad Dürkheim,8000698,4,Bad Dürkheim,"{'type': 'Point', 'coordinates': [8.170701, 49.460633]}"
Bad Endorf (Oberbay),8001787,4,Bad Endorf ,"{'type': 'Point', 'coordinates': [12.301558, 47.905066]}"
Bad Friedrichshall Hbf,8000017,3,Bad Friedrichshall,"{'type': 'Point', 'coordinates': [9.199771, 49.231571]}"
Bad Harzburg,8000019,3,Bad Harzburg,"{'type': 'Point', 'coordinates': [10.555444, 51.888116]}"
Bad Hersfeld,8000020,3,Bad Hersfeld,"{'type': 'Point', 'coordinates': [9.716182, 50.869632]}"
Bad Homburg,8000712,3,Bad Homburg,"{'type': 'Point', 'coordinates': [8.620624, 50.219904]}"
Bad Hönningen,8000711,4,Bad Hönningen,"{'type': 'Point', 'coordinates': [7.310871, 50.513676]}"
Bad Kleinen,8010018,4,Bad Kleinen,"{'type': 'Point', 'coordinates': [11.466925, 53.766974]}"
Bad Kreuznach,8000021,3,Bad Kreuznach,"{'type': 'Point', 'coordinates': [7.866435, 49.842399]}"
Bad Krozingen,8000718,4,Bad Krozingen,"{'type': 'Point', 'coordinates': [7.697632, 47.919721]}"
Bad Langensalza,8010020,4,Bad Langensalza,"{'type': 'Point', 'coordinates': [10.640671, 51.101701]}"
Bad Münster am Stein,8000726,4,Bad Münster am Stein,"{'type': 'Point', 'coordinates': [7.846989, 49.813426]}"
Bad Nauheim,8000728,4,Bad Nauheim,"{'type': 'Point', 'coordinates': [8.749334, 50.367904]}"
Bad Oeynhausen,8000732,3,Bad Oeynhausen,"{'type': 'Point', 'coordinates': [8.796523, 52.205398]}"
Bad Oldesloe,8000023,2,Bad Oldesloe,"{'type': 'Point', 'coordinates': [10.3825414, 53.8053902]}"
Bad Rappenau,8000736,4,Bad Rappenau,"{'type': 'Point', 'coordinates': [9.101529, 49.237765]}"
Bad Schandau,8010022,3,Bad Schandau,"{'type': 'Point', 'coordinates': [14.1375375, 50.9192886]}"
Bad Schönborn Süd,8003533,4,Bad Schönborn,"{'type': 'Point', 'coordinates': [8.641924, 49.200001]}"
Bad Vilbel,8000760,3,Bad Vilbel,"{'type': 'Point', 'coordinates': [8.73946, 50.188677]}"
Baden-Baden,8000774,3,Baden-Baden,"{'type': 'Point', 'coordinates': [8.190831, 48.790327]}"
Bahrenfeld (S-Bahn),8000780,4,Hamburg,"{'type': 'Point', 'coordinates': [9.910778, 53.56006]}"
Balingen (Württ),8000353,4,Balingen ,"{'type': 'Point', 'coordinates': [8.850307, 48.278469]}"
Bamberg,8000025,2,Bamberg,"{'type': 'Point', 'coordinates': [10.899489, 49.900759]}"
Bargteheide,8000804,4,Bargteheide,"{'type': 'Point', 'coordinates': [10.269104, 53.7282]}"
Barmbek (S-Bahn),8000805,4,Hamburg,"{'type': 'Point', 'coordinates': [10.044164, 53.587458]}"
Baumschulenweg,8089004,4,Berlin,"{'type': 'Point', 'coordinates': [13.490097, 52.467244]}"
Bautzen,8010026,4,Bautzen,"{'type': 'Point', 'coordinates': [14.428735, 51.173097]}"
Bayreuth Hbf,8000028,3,Bayreuth,"{'type': 'Point', 'coordinates': [11.579985, 49.949616]}"
Bebra,8000029,3,Bebra,"{'type': 'Point', 'coordinates': [9.797788, 50.969568]}"
Bellevue,8089005,4,Berlin,"{'type': 'Point', 'coordinates': [13.348263, 52.519955]}"
Bensheim,8000031,4,Bensheim,"{'type': 'Point', 'coordinates': [8.616717, 49.681329]}"
Bergen auf Rügen,8010033,3,Bergen (Rügen),"{'type': 'Point', 'coordinates': [13.417821, 54.4205]}"
Bergfelde (b Berlin),8080100,4,Hohen Neuendorf,"{'type': 'Point', 'coordinates': [13.320244, 52.670303]}"
Berlin Anhalter Bahnhof,8089002,3,Berlin,"{'type': 'Point', 'coordinates': [13.381362, 52.503486]}"
Berlin Brandenburger Tor,8089044,4,Berlin,"{'type': 'Point', 'coordinates': [13.381815, 52.516506]}"
Berlin Frankfurter Allee,8089013,4,Berlin,"{'type': 'Point', 'coordinates': [13.47441, 52.515168]}"
Berlin Hauptbahnhof,8011160,1,Berlin,"{'type': 'Point', 'coordinates': [13.369545, 52.525592]}"
Berlin Hauptbahnhof–Lehrter Bahnhof,8011160,1,Berlin,"{'type': 'Point', 'coordinates': [13.369545, 52.525592]}"
Berlin Ostbahnhof,8010255,1,Berlin,"{'type': 'Point', 'coordinates': [13.4346807, 52.5104881]}"
Berlin Potsdamer Platz,8011118,2,Berlin,"{'type': 'Point', 'coordinates': [13.375988, 52.509379]}"
Berlin Südkreuz,8011113,1,Berlin,"{'type': 'Point', 'coordinates': [13.365319, 52.475047]}"
Berlin Zoologischer Garten,8010406,2,Berlin,"{'type': 'Point', 'coordinates': [13.331992, 52.507277]}"
Berlin-Adlershof,8089052,4,Berlin,"{'type': 'Point', 'coordinates': [13.541129, 52.435031]}"
Berlin-Blankenburg,8089056,4,Berlin,"{'type': 'Point', 'coordinates': [13.44333, 52.591164]}"
Berlin-Buch,8089057,4,Berlin,"{'type': 'Point', 'coordinates': [13.492286, 52.636162]}"
Berlin-Charlottenburg,8010403,3,Berlin,"{'type': 'Point', 'coordinates': [13.3023298, 52.5042126]}"
Berlin-Friedrichshagen,8089060,4,Berlin,"{'type': 'Point', 'coordinates': [13.6246, 52.457247]}"
Berlin-Friedrichstraße,8011306,2,Berlin,"{'type': 'Point', 'coordinates': [13.3872056, 52.520373]}"
Berlin-Frohnau,8089061,4,Berlin,"{'type': 'Point', 'coordinates': [13.289934, 52.632758]}"
Berlin-Gesundbrunnen,8011102,1,Berlin,"{'type': 'Point', 'coordinates': [13.388513, 52.548963]}"
Berlin-Grünau,8089063,4,Berlin,"{'type': 'Point', 'coordinates': [13.573497, 52.413028]}"
Berlin-Grunewald,8089062,4,Berlin,"{'type': 'Point', 'coordinates': [13.26172, 52.488693]}"
Berlin-Halensee,8089109,4,Berlin,"{'type': 'Point', 'coordinates': [13.290326, 52.496254]}"
Berlin-Hermsdorf,8089064,4,Berlin,"{'type': 'Point', 'coordinates': [13.30769, 52.617782]}"
Berlin-Hohenschönhausen,8011901,4,Berlin,"{'type': 'Point', 'coordinates': [13.5124218, 52.5660016]}"
Berlin-Karlshorst,8010035,3,Berlin,"{'type': 'Point', 'coordinates': [13.5279465, 52.4797942]}"
Berlin-Karow,8011046,4,Berlin,"{'type': 'Point', 'coordinates': [13.469204, 52.614884]}"
Berlin-Kaulsdorf,8089068,4,Berlin,"{'type': 'Point', 'coordinates': [13.58894, 52.512093]}"
Berlin-Köpenick,8089069,4,Berlin,"{'type': 'Point', 'coordinates': [13.580942, 52.45861]}"
Berlin-Lichtenberg,8010036,2,Berlin,"{'type': 'Point', 'coordinates': [13.4966934, 52.5101355]}"
Berlin-Lichterfelde Ost,8011041,3,Berlin,"{'type': 'Point', 'coordinates': [13.328556, 52.429451]}"
Berlin-Lichterfelde West,8089071,4,Berlin,"{'type': 'Point', 'coordinates': [13.293732, 52.44335]}"
Berlin-Mahlsdorf,8011343,4,Berlin,"{'type': 'Point', 'coordinates': [13.611417, 52.512107]}"
Berlin-Marzahn,8089075,4,Berlin,"{'type': 'Point', 'coordinates': [13.541341, 52.543608]}"
Berlin-Neukölln,8089077,4,Berlin,"{'type': 'Point', 'coordinates': [13.44306, 52.46942]}"
Berlin-Nordbahnhof,8089024,4,Berlin,"{'type': 'Point', 'coordinates': [13.388464, 52.532066]}"
Berlin-Rummelsburg,8089084,4,Berlin,"{'type': 'Point', 'coordinates': [13.478362, 52.501309]}"
Berlin-Schlachtensee,8089085,4,Berlin,"{'type': 'Point', 'coordinates': [13.215025, 52.439976]}"
Berlin-Schönefeld Flughafen,8010109,3,Schönefeld,"{'type': 'Point', 'coordinates': [13.51271, 52.391062]}"
Berlin-Schöneweide Pbf,8010041,3,Berlin,"{'type': 'Point', 'coordinates': [13.509395, 52.455127]}"
Berlin-Schönholz,8089087,4,Berlin,"{'type': 'Point', 'coordinates': [13.381111, 52.571422]}"
Berlin-Spandau,8010404,2,Berlin,"{'type': 'Point', 'coordinates': [13.1968975, 52.5346481]}"
Berlin-Tempelhof,8089090,4,Berlin,"{'type': 'Point', 'coordinates': [13.384547, 52.470967]}"
Berlin-Wannsee,8010405,2,Berlin,"{'type': 'Point', 'coordinates': [13.1795275, 52.4209723]}"
Berlin-Wannsee ARZ,8010405,2,Berlin,"{'type': 'Point', 'coordinates': [13.1795275, 52.4209723]}"
Berlin-Westkreuz,8089047,3,Berlin,"{'type': 'Point', 'coordinates': [13.283966, 52.500737]}"
Berlin-Zehlendorf,8089098,4,Berlin,"{'type': 'Point', 'coordinates': [13.258659, 52.431067]}"
Berliner Tor (S-Bahn),8000908,3,Hamburg,"{'type': 'Point', 'coordinates': [10.02463, 53.55287]}"
Bernau (b Berlin),8013470,3,Bernau bei Berlin,"{'type': 'Point', 'coordinates': [13.5926414, 52.6755689]}"
Bernburg,8010043,4,Bernburg,"{'type': 'Point', 'coordinates': [11.751455, 51.79612]}"
Betriebsbahnhof Berlin-Rummelsburg,8089006,4,Berlin,"{'type': 'Point', 'coordinates': [13.497786, 52.493827]}"
Betriebsbahnhof Berlin-Schöneweide,8089007,4,Berlin,"{'type': 'Point', 'coordinates': [13.52368, 52.446905]}"
Betzdorf (Sieg),8000034,3,Betzdorf ,"{'type': 'Point', 'coordinates': [7.87005, 50.789294]}"
Beusselstraße,8089118,4,Berlin,"{'type': 'Point', 'coordinates': [13.329042, 52.534354]}"
Biberach (Riß),8000943,4,Biberach (Riß),"{'type': 'Point', 'coordinates': [9.793127, 48.101845]}"
Biblis,8000503,4,Biblis,"{'type': 'Point', 'coordinates': [8.450413, 49.688881]}"
Bielefeld Hbf,8000036,2,Bielefeld,"{'type': 'Point', 'coordinates': [8.532722, 52.029261]}"
Biesdorf,8089055,4,Berlin,"{'type': 'Point', 'coordinates': [13.555878, 52.513097]}"
Bietigheim-Bissingen,8000038,2,Bietigheim-Bissingen,"{'type': 'Point', 'coordinates': [9.137557, 48.947933]}"
Bingen (Rhein) Hbf,8000039,4,Bingen ,"{'type': 'Point', 'coordinates': [7.884263, 49.968729]}"
Bingen (Rhein) Stadt,8000976,4,Bingen ,"{'type': 'Point', 'coordinates': [7.902985, 49.969746]}"
Birkenwerder (b Berlin),8080190,4,Birkenwerder,"{'type': 'Point', 'coordinates': [13.288772, 52.688249]}"
Bitterfeld,8010050,3,Bitterfeld-Wolfen,"{'type': 'Point', 'coordinates': [12.31685, 51.622861]}"
Blankenese (S-Bahn),8001007,3,Hamburg,"{'type': 'Point', 'coordinates': [9.814607, 53.564364]}"
Blankenfelde (Kr Teltow-Fläming),8010053,4,Blankenfelde ,"{'type': 'Point', 'coordinates': [13.415982, 52.337213]}"
Blankenloch,8001009,4, Stutensee,"{'type': 'Point', 'coordinates': [8.464729, 49.066528]}"
Bobingen,8001033,4,Bobingen,"{'type': 'Point', 'coordinates': [10.837891, 48.266373]}"
Böblingen,8001055,3,Böblingen,"{'type': 'Point', 'coordinates': [9.004128, 48.687758]}"
Bochum Hbf,8000041,2,Bochum,"{'type': 'Point', 'coordinates': [7.223275, 51.478609]}"
Bochum-Langendreer,8000358,4,Bochum,"{'type': 'Point', 'coordinates': [7.323645, 51.477992]}"
Bochum-Langendreer West,8004474,4,Bochum,"{'type': 'Point', 'coordinates': [7.304327, 51.478032]}"
Bodenheim,8000359,4,Bodenheim,"{'type': 'Point', 'coordinates': [8.312491, 49.929585]}"
Bonn Hbf,8000044,2,Bonn,"{'type': 'Point', 'coordinates': [7.097136, 50.732008]}"
Bonn-Bad Godesberg,8001082,4,Bonn,"{'type': 'Point', 'coordinates': [7.159555, 50.683927]}"
Bonn-Beuel,8001083,4,Bonn,"{'type': 'Point', 'coordinates': [7.127657, 50.738476]}"
Boppard Hbf,8000045,4,Boppard,"{'type': 'Point', 'coordinates': [7.586102, 50.231413]}"
Bornheim-Sechtem,8005499,4,Bornheim,"{'type': 'Point', 'coordinates': [6.957454, 50.795711]}"
Bornholmer Straße,8089008,4,Berlin,"{'type': 'Point', 'coordinates': [13.397943, 52.554491]}"
Botanischer Garten,8089009,4,Berlin,"{'type': 'Point', 'coordinates': [13.306766, 52.447784]}"
Bottrop Hbf,8000047,4,Bottrop,"{'type': 'Point', 'coordinates': [6.936684, 51.50945]}"
Brackwede,8000048,4,Bielefeld,"{'type': 'Point', 'coordinates': [8.498426, 51.997378]}"
Brandenburg Hbf,8010060,3,Brandenburg an der Havel,"{'type': 'Point', 'coordinates': [12.566138, 52.400554]}"
Brannenburg,8001129,4,Brannenburg,"{'type': 'Point', 'coordinates': [12.106464, 47.741354]}"
Braunschweig Hbf,8000049,2,Braunschweig,"{'type': 'Point', 'coordinates': [10.540295, 52.252218]}"
Bredstedt,8001139,4,Bredstedt,"{'type': 'Point', 'coordinates': [8.970336, 54.621166]}"
Bremen Hbf,8000050,2,Bremen,"{'type': 'Point', 'coordinates': [8.813834, 53.083481]}"
Bremen-Burg,8001156,4,Bremen,"{'type': 'Point', 'coordinates': [8.704773, 53.160288]}"
Bremen-Mahndorf,8001160,4,Bremen,"{'type': 'Point', 'coordinates': [8.944627, 53.039762]}"
Bremen-Walle,8001167,4,Bremen,"{'type': 'Point', 'coordinates': [8.786241, 53.103792]}"
Bremerhaven Hbf,8000051,3,Bremerhaven,"{'type': 'Point', 'coordinates': [8.599555, 53.534912]}"
Bretten,8000053,4,Bretten,"{'type': 'Point', 'coordinates': [8.693448, 49.0369]}"
Bruchsal,8000055,2,Bruchsal,"{'type': 'Point', 'coordinates': [8.589649, 49.124622]}"
Brühl,8001215,4,Brühl,"{'type': 'Point', 'coordinates': [6.912718, 50.829249]}"
Büchen,8000058,3,Büchen,"{'type': 'Point', 'coordinates': [10.623298, 53.474972]}"
Buchholz (Nordheide),8000056,3,Buchholz i.d.Nordheide,"{'type': 'Point', 'coordinates': [9.876266, 53.324683]}"
Buchloe,8000057,3,Buchloe,"{'type': 'Point', 'coordinates': [10.716217, 48.033723]}"
Bückeburg,8001245,4,Bückeburg,"{'type': 'Point', 'coordinates': [9.047796, 52.267637]}"
Bullay DB,8001267,4,Bullay,"{'type': 'Point', 'coordinates': [7.134584, 50.05446]}"
Bünde (Westf),8000059,4,Bünde ,"{'type': 'Point', 'coordinates': [8.573876, 52.202075]}"
Bundesplatz,8089107,4,Berlin,"{'type': 'Point', 'coordinates': [13.32959, 52.477617]}"
Burg (b Magdeburg),8011294,4,Burg,"{'type': 'Point', 'coordinates': [11.840356, 52.274406]}"
Burgdorf (Han),8001279,4,Burgdorf ,"{'type': 'Point', 'coordinates': [10.002837, 52.448708]}"
Butzbach,8001312,4,Butzbach,"{'type': 'Point', 'coordinates': [8.669517, 50.431156]}"
Bützow,8010066,4,Bützow,"{'type': 'Point', 'coordinates': [11.998194, 53.837114]}"
Buxtehude,8001315,3,Buxtehude,"{'type': 'Point', 'coordinates': [9.688314, 53.470491]}"
Calbe (Saale) Ost,8010070,4,Calbe (Saale),"{'type': 'Point', 'coordinates': [11.810527, 51.920693]}"
Castrop-Rauxel Hbf,8001327,3,Castrop-Rauxel,"{'type': 'Point', 'coordinates': [7.30398, 51.573526]}"
Celle Pbf,8000064,3,Celle,"{'type': 'Point', 'coordinates': [10.0626343, 52.6209628]}"
Cham (Oberpf),8001330,4,Cham ,"{'type': 'Point', 'coordinates': [12.656832, 49.221869]}"
Chemnitz Hbf,8010184,2,Chemnitz ,"{'type': 'Point', 'coordinates': [12.930877, 50.839696]}"
Coburg,8001338,4,Coburg,"{'type': 'Point', 'coordinates': [10.9573281, 50.2629273]}"
Cochem (Mosel),8001340,4,Cochem ,"{'type': 'Point', 'coordinates': [7.166738, 50.153092]}"
Coesfeld (Westf),8000066,4,Coesfeld,"{'type': 'Point', 'coordinates': [7.16388, 51.939431]}"
Coswig (b Dresden),8010072,3,Coswig,"{'type': 'Point', 'coordinates': [13.579414, 51.12281]}"
Cottbus,8010073,2,Cottbus,"{'type': 'Point', 'coordinates': [14.324162, 51.750957]}"
Crailsheim,8000067,3,Crailsheim,"{'type': 'Point', 'coordinates': [10.064326, 49.137872]}"
Dachau Bahnhof,8001354,3,Dachau,"{'type': 'Point', 'coordinates': [11.44426, 48.254652]}"
Darmstadt Hbf,8000068,2,Darmstadt,"{'type': 'Point', 'coordinates': [8.629636, 49.872503]}"
Darmstadt-Eberstadt,8001379,4,Darmstadt,"{'type': 'Point', 'coordinates': [8.62582, 49.813922]}"
Dedensen / Gümmer,8001393,4,Seelze,"{'type': 'Point', 'coordinates': [9.521252, 52.407049]}"
Deisenhofen,8001404,4,Oberhaching,"{'type': 'Point', 'coordinates': [11.583597, 48.019539]}"
Delitzsch unt Bf,8010076,4,Delitzsch,"{'type': 'Point', 'coordinates': [12.345218, 51.525227]}"
Delmenhorst,8000070,3,Delmenhorst,"{'type': 'Point', 'coordinates': [8.629758, 53.052792]}"
Denzlingen,8001415,4,Denzlingen,"{'type': 'Point', 'coordinates': [7.881434, 48.068625]}"
Dessau Hauptbahnhof,8010077,3,Dessau-Roßlau,"{'type': 'Point', 'coordinates': [12.234945, 51.839865]}"
Dieburg,8000362,4,Dieburg,"{'type': 'Point', 'coordinates': [8.839795, 49.90369]}"
Diepholz,8001443,4,Diepholz,"{'type': 'Point', 'coordinates': [8.380334, 52.604771]}"
Dillenburg,8000074,4,Dillenburg,"{'type': 'Point', 'coordinates': [8.294088, 50.734883]}"
Dillingen (Saar),8000075,3,Dillingen (Saar),"{'type': 'Point', 'coordinates': [6.72215, 49.35271]}"
Ditzingen,8001476,4,Ditzingen,"{'type': 'Point', 'coordinates': [9.06705, 48.823611]}"
Doberlug-Kirchhain,8010079,4,Doberlug-Kirchhain,"{'type': 'Point', 'coordinates': [13.564241, 51.620576]}"
Donaueschingen,8000077,4,Donaueschingen,"{'type': 'Point', 'coordinates': [8.498919, 47.947786]}"
Donauwörth,8000078,4,Donauwörth,"{'type': 'Point', 'coordinates': [10.771443, 48.714026]}"
Dormagen,8001506,4,Dormagen,"{'type': 'Point', 'coordinates': [6.814837, 51.099495]}"
Dorsten,8006709,4,Dorsten,"{'type': 'Point', 'coordinates': [6.9705, 51.658274]}"
Dortmund Hbf,8000080,1,Dortmund,"{'type': 'Point', 'coordinates': [7.45929, 51.517896]}"
Dortmund Signal-Iduna-Park,8001522,4,Dortmund,"{'type': 'Point', 'coordinates': [7.457573, 51.490728]}"
Dortmund-Dorstfeld,8000081,3,Dortmund,"{'type': 'Point', 'coordinates': [7.424864, 51.509376]}"
Dortmund-Dorstfeld Süd,8004230,4,Dortmund,"{'type': 'Point', 'coordinates': [7.420017, 51.500632]}"
Dortmund-Hörde,8000961,4,Dortmund,"{'type': 'Point', 'coordinates': [7.500029, 51.487782]}"
Dortmund-Kley,8004269,4,Dortmund,"{'type': 'Point', 'coordinates': [7.365374, 51.489467]}"
Dortmund-Oespel,8004288,4,Dortmund,"{'type': 'Point', 'coordinates': [7.383811, 51.488397]}"
Dortmund-Universität,8004419,4,Dortmund,"{'type': 'Point', 'coordinates': [7.417708, 51.49274]}"
Dortmund-Westfalenhalle,8001522,4,Dortmund,"{'type': 'Point', 'coordinates': [7.457573, 51.490728]}"
Dreieich-Buchschlag,8001236,4,Dreieich,"{'type': 'Point', 'coordinates': [8.661204, 50.022113]}"
Dresden Hbf,8010085,1,Dresden,"{'type': 'Point', 'coordinates': [13.732035, 51.040563]}"
Dresden Mitte,8013444,4,Dresden,"{'type': 'Point', 'coordinates': [13.724109, 51.056168]}"
Dresden-Klotzsche,8010088,4,Dresden,"{'type': 'Point', 'coordinates': [13.78911, 51.114667]}"
Dresden-Neustadt,8010089,2,Dresden,"{'type': 'Point', 'coordinates': [13.740701, 51.065899]}"
Duisburg Hbf,8000086,1,Duisburg,"{'type': 'Point', 'coordinates': [6.775903, 51.429785]}"
Duisburg-Buchholz,8001600,4,Duisburg,"{'type': 'Point', 'coordinates': [6.775406, 51.382919]}"
Duisburg-Großenbaum,8001602,4,Duisburg,"{'type': 'Point', 'coordinates': [6.77747, 51.364774]}"
Duisburg-Meiderich Süd,8000367,4,Duisburg,"{'type': 'Point', 'coordinates': [6.780191, 51.468831]}"
Dülmen,8000083,4,Dülmen,"{'type': 'Point', 'coordinates': [7.295765, 51.827676]}"
Düren,8000084,3,Düren,"{'type': 'Point', 'coordinates': [6.482451, 50.809517]}"
Düsseldorf Flughafen,8000082,2,Düsseldorf,"{'type': 'Point', 'coordinates': [6.786836, 51.292009]}"
Düsseldorf Hbf,8000085,1,Düsseldorf,"{'type': 'Point', 'coordinates': [6.794319, 51.219962]}"
Düsseldorf Wehrhahn,8001582,4,Düsseldorf,"{'type': 'Point', 'coordinates': [6.798173, 51.228447]}"
Düsseldorf Zoo,8001583,4,Düsseldorf,"{'type': 'Point', 'coordinates': [6.796924, 51.236962]}"
Düsseldorf-Benrath,8001584,3,Düsseldorf,"{'type': 'Point', 'coordinates': [6.878931, 51.162293]}"
Düsseldorf-Bilk,8001585,4,Düsseldorf,"{'type': 'Point', 'coordinates': [6.775578, 51.207994]}"
Düsseldorf-Derendorf,8001586,4,Düsseldorf,"{'type': 'Point', 'coordinates': [6.794512, 51.247624]}"
Düsseldorf-Reisholz,8001594,4,Düsseldorf,"{'type': 'Point', 'coordinates': [6.860953, 51.180782]}"
Düsseldorf-Unterrath,8001595,4,Düsseldorf,"{'type': 'Point', 'coordinates': [6.788783, 51.276732]}"
Eberbach,8000369,3,Eberbach,"{'type': 'Point', 'coordinates': [8.984152, 49.465768]}"
Ebersbach (Fils),8001632,4,Ebersbach (Fils),"{'type': 'Point', 'coordinates': [9.526582, 48.71612]}"
Ebersberg (Oberbay),8001634,4,Ebersberg (Oberbay),"{'type': 'Point', 'coordinates': [11.970243, 48.07497]}"
Eberswalde Hbf,8010093,3,Eberswalde,"{'type': 'Point', 'coordinates': [13.797062, 52.834021]}"
Echterdingen,8001650,4,Echterdingen,"{'type': 'Point', 'coordinates': [9.169164, 48.692152]}"
Efringen-Kirchen,8001671,4,Efringen-Kirchen,"{'type': 'Point', 'coordinates': [7.563918, 47.655619]}"
Eglharting,8001682,4,Kirchseeon,"{'type': 'Point', 'coordinates': [11.864291, 48.082348]}"
Ehingen (Donau),8001684,4,Ehingen (Donau),"{'type': 'Point', 'coordinates': [9.72434, 48.285677]}"
Ehningen (b Böblingen),8001689,4,Ehningen ,"{'type': 'Point', 'coordinates': [8.94426, 48.662682]}"
Eichenberg,8000090,4,Neu-Eichenberg,"{'type': 'Point', 'coordinates': [9.921482, 51.374823]}"
Eichstätt Bahnhof,8001708,4,Eichstätt,"{'type': 'Point', 'coordinates': [11.16365, 48.869879]}"
Eidelstedt (S-Bahn),8002555,3,Hamburg,"{'type': 'Point', 'coordinates': [9.907097, 53.595887]}"
Eilenburg,8010095,4,Eilenburg,"{'type': 'Point', 'coordinates': [12.6370132, 51.4518507]}"
Eisenach,8010097,3,Eisenach,"{'type': 'Point', 'coordinates': [10.331986, 50.976922]}"
Eislingen (Fils),8001731,4,Eislingen (Fils),"{'type': 'Point', 'coordinates': [9.705147, 48.696494]}"
Elbgaustraße (S-Bahn),8001739,4,Hamburg,"{'type': 'Point', 'coordinates': [9.893738, 53.602575]}"
Elmshorn,8000092,3,Elmshorn,"{'type': 'Point', 'coordinates': [9.659408, 53.754025]}"
Elsterwerda,8010099,4,Elsterwerda,"{'type': 'Point', 'coordinates': [13.516428, 51.459677]}"
Elze (Han),8000093,4,Elze ,"{'type': 'Point', 'coordinates': [9.746894, 52.120147]}"
Emden Hbf,8001768,3,Emden,"{'type': 'Point', 'coordinates': [7.195176, 53.369036]}"
